reaction	reaction_type	label	raw_idx
[N:1]1([C:27](=[O:26])[O:28][CH2:29][c:30]2[cH:31][cH:32][cH:33][cH:34][cH:35]2)[CH2:2][CH2:3][CH:4]([C:5](=[O:6])[NH:7][c:8]2[s:9][c:10]([N:11]3[CH2:12][CH2:13][O:14][CH2:15][CH2:16]3)[c:17](-[c:18]3[o:19][cH:20][cH:21][cH:22]3)[n:23]2)[CH2:24][CH2:25]1>ClCCl.N.CCOCC.CSC.FB(F)F>[NH:1]1[CH2:2][CH2:3][CH:4]([C:5](=[O:6])[NH:7][c:8]2[s:9][c:10]([N:11]3[CH2:12][CH2:13][O:14][CH2:15][CH2:16]3)[c:17](-[c:18]3[o:19][cH:20][cH:21][cH:22]3)[n:23]2)[CH2:24][CH2:25]1.[O:26]=[CH:27][O:28][CH2:29][c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1	33	6.1.3	43590
[N:1]1([C:25](=[O:24])[O:26][CH2:27][c:28]2[cH:29][cH:30][cH:31][cH:32][cH:33]2)[CH2:2][CH2:3][N:4]([c:5]2[c:6]([CH3:7])[c:8]([NH:9][C:10](=[O:11])[CH2:12][CH2:13][C:14](=[O:15])[O:16][CH2:17][CH3:18])[cH:19][cH:20][cH:21]2)[CH2:22][CH2:23]1>CO.[H][H]>[NH:1]1[CH2:2][CH2:3][N:4]([c:5]2[c:6]([CH3:7])[c:8]([NH:9][C:10](=[O:11])[CH2:12][CH2:13][C:14](=[O:15])[O:16][CH2:17][CH3:18])[cH:19][cH:20][cH:21]2)[CH2:22][CH2:23]1.[O:24]=[CH:25][O:26][CH2:27][c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1	33	6.1.3	25282
[N:1]1([C:38](=[O:37])[O:39][CH2:40][c:41]2[cH:42][cH:43][cH:44][cH:45][cH:46]2)[CH2:2][CH2:3][CH:4]([CH2:5][CH:6]([OH:7])[c:8]2[cH:9][cH:10][c:11]([C@H:12]([CH3:13])[NH:14][c:15]3[n:16][cH:17][c:18]([C:19]#[N:20])[c:21](-[c:22]4[cH:23][n:24][c:25]5[n:26]4[cH:27][cH:28][cH:29][c:30]5[CH3:31])[n:32]3)[cH:33][cH:34]2)[CH2:35][CH2:36]1>[OH-].[OH-].[Pd+2].CO.C1CCOC1>[NH:1]1[CH2:2][CH2:3][CH:4]([CH2:5][CH:6]([OH:7])[c:8]2[cH:9][cH:10][c:11]([C@H:12]([CH3:13])[NH:14][c:15]3[n:16][cH:17][c:18]([C:19]#[N:20])[c:21](-[c:22]4[cH:23][n:24][c:25]5[n:26]4[cH:27][cH:28][cH:29][c:30]5[CH3:31])[n:32]3)[cH:33][cH:34]2)[CH2:35][CH2:36]1.[O:37]=[CH:38][O:39][CH2:40][c:41]1[cH:42][cH:43][cH:44][cH:45][cH:46]1	33	6.1.3	46029
[NH2:1][C:2](=[O:3])[C@@:4]1([CH2:5][O:6][Si:7]([CH3:8])([CH3:9])[C:10]([CH3:11])([CH3:12])[CH3:13])[N:14]([C:34](=[O:33])[O:35][CH2:36][c:37]2[cH:38][cH:39][cH:40][cH:41][cH:42]2)[C@@H:15]([c:16]2[cH:17][cH:18][c:19]([O:20][CH2:21][c:22]3[c:23]([F:24])[cH:25][cH:26][cH:27][cH:28]3)[cH:29][cH:30]2)[CH2:31][CH2:32]1>[Pd].CO>[NH2:1][C:2](=[O:3])[C@@:4]1([CH2:5][O:6][Si:7]([CH3:8])([CH3:9])[C:10]([CH3:11])([CH3:12])[CH3:13])[NH:14][C@@H:15]([c:16]2[cH:17][cH:18][c:19]([O:20][CH2:21][c:22]3[c:23]([F:24])[cH:25][cH:26][cH:27][cH:28]3)[cH:29][cH:30]2)[CH2:31][CH2:32]1.[O:33]=[CH:34][O:35][CH2:36][c:37]1[cH:38][cH:39][cH:40][cH:41][cH:42]1	33	6.1.3	38645
[NH:1]([C@@H:2]([CH3:3])[C:4](=[O:5])[N:6]1[C@H:7]([C:8](=[O:9])[NH:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18][CH2:19]1)[C:21](=[O:20])[O:22][CH2:23][c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1>CC(=O)O.Br>[NH2:1][C@@H:2]([CH3:3])[C:4](=[O:5])[N:6]1[C@H:7]([C:8](=[O:9])[NH:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18][CH2:19]1.[O:20]=[CH:21][O:22][CH2:23][c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1	33	6.1.3	34228
[N:1]1([CH2:15][c:14]2[cH:13][cH:12][cH:11][cH:17][cH:16]2)[CH2:2][C:3]([CH3:4])([CH3:5])[C:6](=[O:7])[CH:8]([CH3:9])[CH2:10]1>[OH-].[OH-].[Pd+2].[H][H].CO>[NH:1]1[CH2:2][C:3]([CH3:4])([CH3:5])[C:6](=[O:7])[CH:8]([CH3:9])[CH2:10]1.[cH:11]1[cH:12][cH:13][c:14]([CH3:15])[cH:16][cH:17]1	34	6.1.5	49532
[N:1]1([CH2:29][c:28]2[cH:27][cH:26][cH:25][cH:31][cH:30]2)[CH2:2][CH:3]([CH2:4][n:5]2[c:6](=[O:7])[n:8](-[c:9]3[cH:10][cH:11][cH:12][cH:13][cH:14]3)[c:15]3[c:16]2[cH:17][cH:18][c:19]([Cl:20])[cH:21]3)[O:22][CH2:23][CH2:24]1>CC(C)O.O=C(O)/C=C\C(=O)O.Cl>[NH:1]1[CH2:2][CH:3]([CH2:4][n:5]2[c:6](=[O:7])[n:8](-[c:9]3[cH:10][cH:11][cH:12][cH:13][cH:14]3)[c:15]3[c:16]2[cH:17][cH:18][c:19]([Cl:20])[cH:21]3)[O:22][CH2:23][CH2:24]1.[cH:25]1[cH:26][cH:27][c:28]([CH3:29])[cH:30][cH:31]1	34	6.1.5	18608
[CH3:1][CH:2]1[N:3]([C:4](=[O:5])[O:6][CH2:7][CH3:8])[CH2:9][CH2:10][N:11]([CH2:17][c:16]2[cH:15][cH:14][cH:13][cH:19][cH:18]2)[CH2:12]1>CO.[H][H]>[CH3:1][CH:2]1[N:3]([C:4](=[O:5])[O:6][CH2:7][CH3:8])[CH2:9][CH2:10][NH:11][CH2:12]1.[cH:13]1[cH:14][cH:15][c:16]([CH3:17])[cH:18][cH:19]1	34	6.1.5	45097
[NH:1]([CH2:2][C:3](=[O:4])[NH:5][C:6]([CH2:7][CH2:8][CH2:9][CH2:10][CH3:11])([CH3:12])[CH3:13])[CH2:18][c:17]1[cH:16][cH:15][cH:14][cH:20][cH:19]1>CC(=O)O>[NH2:1][CH2:2][C:3](=[O:4])[NH:5][C:6]([CH2:7][CH2:8][CH2:9][CH2:10][CH3:11])([CH3:12])[CH3:13].[cH:14]1[cH:15][cH:16][c:17]([CH3:18])[cH:19][cH:20]1	34	6.1.5	33605
[N:1]1([CH2:19][c:18]2[cH:17][cH:16][cH:15][cH:21][cH:20]2)[CH2:2][c:3]2[cH:4][cH:5][c:6]([C:7]3([OH:8])[CH2:9][O:10][CH2:11]3)[cH:12][c:13]2[CH2:14]1>[H][H]>[NH:1]1[CH2:2][c:3]2[cH:4][cH:5][c:6]([C:7]3([OH:8])[CH2:9][O:10][CH2:11]3)[cH:12][c:13]2[CH2:14]1.[cH:15]1[cH:16][cH:17][c:18]([CH3:19])[cH:20][cH:21]1	34	6.1.5	14020
[CH2:1]([N:2]1[CH2:3][C:4]2([CH2:5][CH2:6][N:7]([CH3:11])[CH2:8]2)[CH2:9][CH2:10]1)[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>CO.Cl.Cl>[CH3:1][N:2]1[CH2:3][C:4]2([CH2:5][CH2:6][NH:7][CH2:8]2)[CH2:9][CH2:10]1.[CH4:11].[cH:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1	34	6.1.5	46633
[CH3:1][N:2]1[C:3](=[O:4])[CH:5]([CH2:6][CH:7]([CH3:8])[CH3:9])[N:10]([CH2:17][c:16]2[cH:15][cH:14][cH:13][cH:19][cH:18]2)[CH2:11][CH2:12]1>[Pd].CO.[H][H]>[CH3:1][N:2]1[C:3](=[O:4])[CH:5]([CH2:6][CH:7]([CH3:8])[CH3:9])[NH:10][CH2:11][CH2:12]1.[cH:13]1[cH:14][cH:15][c:16]([CH3:17])[cH:18][cH:19]1	34	6.1.5	48766
[N:1]1([CH2:12][c:11]2[cH:10][cH:9][cH:8][cH:14][cH:13]2)[C@H:2]2[CH2:3][NH:4][C@@H:5]([CH2:6]1)[CH2:7]2>CC(=O)O.Br.Br.Br.Cc1ccc(S(=O)(=O)N2C[C@H]3C[C@@H]2CN3Cc2ccccc2)cc1>[NH:1]1[C@H:2]2[CH2:3][NH:4][C@@H:5]([CH2:6]1)[CH2:7]2.[cH:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1	34	6.1.5	46559
[O:1]1[CH2:2][CH2:3][N:4]([CH2:5][CH2:6][O:7][c:8]2[cH:9][c:10]([C:11](=[O:12])[O:13][CH2:26][CH3:25])[cH:14][cH:15][c:16]2[C:17]#[C:18][C:19]([CH3:20])([CH3:21])[CH3:22])[CH2:23][CH2:24]1>O.CO>[CH3:25][CH3:26].[O:1]1[CH2:2][CH2:3][N:4]([CH2:5][CH2:6][O:7][c:8]2[cH:9][c:10]([C:11](=[O:12])[OH:13])[cH:14][cH:15][c:16]2[C:17]#[C:18][C:19]([CH3:20])([CH3:21])[CH3:22])[CH2:23][CH2:24]1	35	6.2.1	1485
[O:1]([C:2]([CH2:3][CH:4]1[c:5]2[c:6]([cH:7][c:8]([O:9][c:10]3[n:11][cH:12][cH:13][n:14][cH:15]3)[cH:16][c:17]2[CH2:18][N:19]=[N+:20]=[N-:21])[B:22]([OH:23])[O:24]1)=[O:25])[CH2:27][CH3:26]>CC(=O)O.Cl>[CH3:26][CH3:27].[O:1]=[C:2]([CH2:3][CH:4]1[c:5]2[c:6]([cH:7][c:8]([O:9][c:10]3[n:11][cH:12][cH:13][n:14][cH:15]3)[cH:16][c:17]2[CH2:18][N:19]=[N+:20]=[N-:21])[B:22]([OH:23])[O:24]1)[OH:25]	35	6.2.1	16099
[O:1]([C:2]([CH2:3][S:4][c:5]1[cH:6][n:7][c:8]([NH:9][C:10](=[O:11])[N:12]([c:13]2[cH:14][n:15][c:16]([O:17][CH3:18])[cH:19][cH:20]2)[CH2:21][CH:22]2[CH2:23][CH2:24][CH2:25][CH2:26]2)[s:27]1)=[O:28])[CH2:30][CH3:29]>CCOC(=O)CSc1cnc(N)s1.COc1ccc(NCC2CCCC2)cn1.CS(=O)(=O)c1ccc(N(CC2CCCC2)C(=O)Nc2nc(CC(=O)O)cs2)cc1>[CH3:29][CH3:30].[O:1]=[C:2]([CH2:3][S:4][c:5]1[cH:6][n:7][c:8]([NH:9][C:10](=[O:11])[N:12]([c:13]2[cH:14][n:15][c:16]([O:17][CH3:18])[cH:19][cH:20]2)[CH2:21][CH:22]2[CH2:23][CH2:24][CH2:25][CH2:26]2)[s:27]1)[OH:28]	35	6.2.1	344
[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C@@:9]1([C:10](=[O:11])[O:12][CH2:19][CH3:18])[C@H:13]([CH:14]2[CH2:15][CH2:16]2)[CH2:17]1>O.O.CO.C1CCOC1>[C:1]([CH3:2])([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C@@:9]1([C:10](=[O:11])[OH:12])[C@H:13]([CH:14]2[CH2:15][CH2:16]2)[CH2:17]1.[CH3:18][CH3:19]	35	6.2.1	5402
[CH3:1][c:2]1[n:3][c:4]2[c:5]([cH:6][c:7]([C:8](=[O:9])[O:10][CH2:26][CH3:25])[c:11]3[c:12]2[NH:13][CH:14]([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[CH2:21][CH2:22]3)[n:23]1[CH3:24]>[OH-].[Na+].C1COCCO1.Cl>[CH3:1][c:2]1[n:3][c:4]2[c:5]([cH:6][c:7]([C:8](=[O:9])[OH:10])[c:11]3[c:12]2[NH:13][CH:14]([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[CH2:21][CH2:22]3)[n:23]1[CH3:24].[CH3:25][CH3:26]	35	6.2.1	17621
[OH:1][c:2]1[c:3]2[c:4]([n:5][cH:6][c:7]1[C:8](=[O:9])[O:10][CH2:16][CH3:15])[s:11][c:12]([I:13])[cH:14]2>[OH-].[Na+].O.Cl>[CH3:15][CH3:16].[OH:1][c:2]1[c:3]2[c:4]([n:5][cH:6][c:7]1[C:8](=[O:9])[OH:10])[s:11][c:12]([I:13])[cH:14]2	35	6.2.1	6829
[CH2:1]1[N:2]([CH2:3][CH2:4][O:5][CH2:6][C:7](=[O:8])[O:9][CH2:28][CH3:27])[CH2:10][CH2:11][N:12]2[CH:13]1[c:14]1[c:15]([cH:16][cH:17][cH:18][cH:19]1)[CH2:20][c:21]1[c:22]2[cH:23][cH:24][cH:25][cH:26]1>CCO.[OH-].O.[Na+]>[CH2:1]1[N:2]([CH2:3][CH2:4][O:5][CH2:6][C:7](=[O:8])[OH:9])[CH2:10][CH2:11][N:12]2[CH:13]1[c:14]1[c:15]([cH:16][cH:17][cH:18][cH:19]1)[CH2:20][c:21]1[c:22]2[cH:23][cH:24][cH:25][cH:26]1.[CH3:27][CH3:28]	35	6.2.1	7240
[O:1]([C:2]([CH:3]([CH2:4][CH:5]([CH3:6])[CH3:7])[c:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][c:14]([C:15]([F:16])([F:17])[F:18])[cH:19][cH:20]2)[cH:21][c:22]([CH:23]2[CH2:24][CH2:25][N:26]([CH2:27][c:28]3[cH:29][c:30]([F:31])[cH:32][c:33]([C:34]([F:35])([F:36])[F:37])[cH:38]3)[CH2:39][CH2:40]2)[cH:41]1)=[O:42])[CH2:44][CH3:43]>CO.[OH-].[Na+]>[CH3:43][CH3:44].[O:1]=[C:2]([CH:3]([CH2:4][CH:5]([CH3:6])[CH3:7])[c:8]1[cH:9][c:10](-[c:11]2[cH:12][cH:13][c:14]([C:15]([F:16])([F:17])[F:18])[cH:19][cH:20]2)[cH:21][c:22]([CH:23]2[CH2:24][CH2:25][N:26]([CH2:27][c:28]3[cH:29][c:30]([F:31])[cH:32][c:33]([C:34]([F:35])([F:36])[F:37])[cH:38]3)[CH2:39][CH2:40]2)[cH:41]1)[OH:42]	35	6.2.1	20210
[O:1]([C:2](=[O:3])[c:4]1[cH:5][c:6](-[c:7]2[cH:8][cH:9][c:10]([CH3:11])[cH:12][cH:13]2)[cH:14][c:15](-[c:16]2[s:17][cH:18][cH:19][n:20]2)[cH:21]1)[CH3:22]>O.C1CCOC1>[CH4:22].[O:1]=[C:2]([OH:3])[c:4]1[cH:5][c:6](-[c:7]2[cH:8][cH:9][c:10]([CH3:11])[cH:12][cH:13]2)[cH:14][c:15](-[c:16]2[s:17][cH:18][cH:19][n:20]2)[cH:21]1	36	6.2.2	9066
[c:1]1(-[c:2]2[cH:3][cH:4][cH:5][cH:6][cH:7]2)[cH:8][cH:9][c:10]([S:11](=[O:12])(=[O:13])[N:14]2[CH:15]([C:16](=[O:17])[O:18][CH3:24])[S:19][CH2:20][CH2:21]2)[cH:22][cH:23]1>ClCCl.BrB(Br)Br>[CH4:24].[c:1]1(-[c:2]2[cH:3][cH:4][cH:5][cH:6][cH:7]2)[cH:8][cH:9][c:10]([S:11](=[O:12])(=[O:13])[N:14]2[CH:15]([C:16](=[O:17])[OH:18])[S:19][CH2:20][CH2:21]2)[cH:22][cH:23]1	36	6.2.2	15256
[O:1]([C:2](=[O:3])[c:4]1[s:5][c:6]([C:7]2=[CH:8][CH2:9][CH2:10][CH2:11][CH2:12]2)[cH:13][c:14]1[N:15]([C:16](=[O:17])[C@@H:18]1[CH2:19][CH2:20][C@@H:21]([CH3:22])[CH2:23][CH2:24]1)[CH:25]1[CH2:26][CH2:27][N:28]([CH2:29][CH:30]([F:31])[F:32])[CH2:33][CH2:34]1)[CH3:35]>O.CO.C1CCOC1.[Li+].[OH-].O>[CH4:35].[O:1]=[C:2]([OH:3])[c:4]1[s:5][c:6]([C:7]2=[CH:8][CH2:9][CH2:10][CH2:11][CH2:12]2)[cH:13][c:14]1[N:15]([C:16](=[O:17])[C@@H:18]1[CH2:19][CH2:20][C@@H:21]([CH3:22])[CH2:23][CH2:24]1)[CH:25]1[CH2:26][CH2:27][N:28]([CH2:29][CH:30]([F:31])[F:32])[CH2:33][CH2:34]1	36	6.2.2	7514
[O:1]([C:2](=[O:3])[c:4]1[cH:5][c:6]2[cH:7][cH:8][c:9]([O:10][CH3:11])[c:12]([CH2:13][NH:14][CH2:15][c:16]3[cH:17][cH:18][c:19]([O:20][C:21]([F:22])([F:23])[F:24])[cH:25][cH:26]3)[c:27]2[cH:28][cH:29]1)[CH3:30]>O.C1CCOC1.[OH-].Cl.[K+].CO>[CH4:30].[O:1]=[C:2]([OH:3])[c:4]1[cH:5][c:6]2[cH:7][cH:8][c:9]([O:10][CH3:11])[c:12]([CH2:13][NH:14][CH2:15][c:16]3[cH:17][cH:18][c:19]([O:20][C:21]([F:22])([F:23])[F:24])[cH:25][cH:26]3)[c:27]2[cH:28][cH:29]1	36	6.2.2	18433
[O:1]([C:2]([CH2:3][c:4]1[cH:5][cH:6][c:7]([C:8]#[C:9][c:10]2[cH:11][c:12]3[c:13]([c:14]([CH2:15][CH3:16])[cH:17]2)[O:18][C:19]([CH3:20])([CH3:21])[CH2:22][C:23]3([CH3:24])[CH3:25])[cH:26][cH:27]1)=[O:28])[CH3:29]>CC#N.[OH-].O.[Na+].CO>[CH4:29].[O:1]=[C:2]([CH2:3][c:4]1[cH:5][cH:6][c:7]([C:8]#[C:9][c:10]2[cH:11][c:12]3[c:13]([c:14]([CH2:15][CH3:16])[cH:17]2)[O:18][C:19]([CH3:20])([CH3:21])[CH2:22][C:23]3([CH3:24])[CH3:25])[cH:26][cH:27]1)[OH:28]	36	6.2.2	19099
[CH:1]1([c:2]2[c:3]3[c:4]([n:5]4[c:6]2-[c:7]2[c:8]([cH:9][cH:10][cH:11][cH:12]2)[O:13][CH2:14][CH2:15]4)[cH:16][c:17]([C:18](=[O:19])[O:20][CH3:28])[cH:21][cH:22]3)[CH2:23][CH2:24][CH2:25][CH2:26][CH2:27]1>CO.C1CCOC1.[OH-].[Na+].Cl>[CH4:28].[CH:1]1([c:2]2[c:3]3[c:4]([n:5]4[c:6]2-[c:7]2[c:8]([cH:9][cH:10][cH:11][cH:12]2)[O:13][CH2:14][CH2:15]4)[cH:16][c:17]([C:18](=[O:19])[OH:20])[cH:21][cH:22]3)[CH2:23][CH2:24][CH2:25][CH2:26][CH2:27]1	36	6.2.2	18620
[O:1]([C:2]([C@@H:3]([NH:4][C:5]([CH:6]([CH2:7][C:8](=[O:9])[O:10][CH3:19])[CH3:11])=[O:12])[CH2:13][CH2:14][CH2:15][CH2:16][NH:17][C:27](=[O:28])[O:29][CH2:30][c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1)=[O:18])[CH2:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1>COC(=O)CC(C)C(=O)N[C@@H](CCCCN)C(=O)O.C[C@H](N)C(=O)OCc1ccccc1.N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)OCc1ccccc1>[CH3:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[CH4:19].[CH:27](=[O:28])[O:29][CH2:30][c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1.[O:1]=[C:2]([C@@H:3]([NH:4][C:5]([CH:6]([CH2:7][C:8](=[O:9])[OH:10])[CH3:11])=[O:12])[CH2:13][CH2:14][CH2:15][CH2:16][NH2:17])[OH:18]	36	6.2.2	18496
[Cl:1][c:2]1[cH:3][cH:4][c:5]([C@H:6]2[C@H:7]([C:8](=[O:9])[O:10][CH3:22])[CH2:11][N:12]([C:13]3=[N:14][NH:15][CH2:16][CH:17]=[CH:18]3)[CH2:19]2)[cH:20][cH:21]1>O=C([O-])[C@@H]1CN(C2=NNCC=C2)C[C@H]1c1ccc(Cl)cc1>[CH4:22].[Cl:1][c:2]1[cH:3][cH:4][c:5]([C@H:6]2[C@H:7]([C:8](=[O:9])[OH:10])[CH2:11][N:12]([C:13]3=[N:14][NH:15][CH2:16][CH:17]=[CH:18]3)[CH2:19]2)[cH:20][cH:21]1	36	6.2.2	15712
[CH2:1]([CH3:2])[N:3]1[CH2:4][CH2:5][N:6]([CH2:7][CH2:8][O:9][c:10]2[cH:11][cH:12][c:13]([OH:14])[c:15]([C:16](=[O:17])[NH:18][c:19]3[c:20]([C:21](=[O:22])[O:23][C:38]([CH3:37])([CH3:39])[CH3:40])[cH:24][cH:25][c:26](-[c:27]4[cH:28][cH:29][cH:30][cH:31][cH:32]4)[cH:33]3)[cH:34]2)[CH2:35][CH2:36]1>O=C(O)C(F)(F)F>[CH2:1]([CH3:2])[N:3]1[CH2:4][CH2:5][N:6]([CH2:7][CH2:8][O:9][c:10]2[cH:11][cH:12][c:13]([OH:14])[c:15]([C:16](=[O:17])[NH:18][c:19]3[c:20]([C:21](=[O:22])[OH:23])[cH:24][cH:25][c:26](-[c:27]4[cH:28][cH:29][cH:30][cH:31][cH:32]4)[cH:33]3)[cH:34]2)[CH2:35][CH2:36]1.[CH3:37][CH:38]([CH3:39])[CH3:40]	37	6.2.3	35823
[CH2:1]([CH:2]=[CH2:3])[C@@H:4]1[C:5](=[O:6])[N:7]([C@H:8]([C:9](=[O:10])[O:11][C:32]([CH3:31])([CH3:33])[CH3:34])[CH2:12][CH3:13])[C@H:14]([c:15]2[cH:16][cH:17][c:18]([Cl:19])[cH:20][cH:21]2)[C@@H:22]([c:23]2[cH:24][c:25]([Cl:26])[cH:27][cH:28][cH:29]2)[CH2:30]1>ClCCl.O=C(O)C(F)(F)F>[CH2:1]([CH:2]=[CH2:3])[C@@H:4]1[C:5](=[O:6])[N:7]([C@@H:8]([C:9](=[O:10])[OH:11])[CH2:12][CH3:13])[C@H:14]([c:15]2[cH:16][cH:17][c:18]([Cl:19])[cH:20][cH:21]2)[C@@H:22]([c:23]2[cH:24][c:25]([Cl:26])[cH:27][cH:28][cH:29]2)[CH2:30]1.[CH3:31][CH:32]([CH3:33])[CH3:34]	37	6.2.3	27907
[O:1]1[CH2:2][O:3][c:4]2[c:5]1[cH:6][cH:7][c:8]([NH:9][c:10]1[c:11]([C:12](=[O:13])[O:14][C:32]([CH3:31])([CH3:33])[CH3:34])[cH:15][cH:16][c:17](-[c:18]3[cH:19][cH:20][c:21]([NH:22][S:23](=[O:24])(=[O:25])[CH3:26])[cH:27][cH:28]3)[cH:29]1)[cH:30]2>O=C(O)C(F)(F)F>[CH3:31][CH:32]([CH3:33])[CH3:34].[O:1]1[CH2:2][O:3][c:4]2[c:5]1[cH:6][cH:7][c:8]([NH:9][c:10]1[c:11]([C:12](=[O:13])[OH:14])[cH:15][cH:16][c:17](-[c:18]3[cH:19][cH:20][c:21]([NH:22][S:23](=[O:24])(=[O:25])[CH3:26])[cH:27][cH:28]3)[cH:29]1)[cH:30]2	37	6.2.3	32898
[Cl:1][c:2]1[n:3][cH:4][cH:5][cH:6][c:7]1[N:8]1[C:9](=[O:10])[N:11]([CH3:12])[CH:13]([C:14](=[O:15])[O:16][C:19]([CH3:18])([CH3:20])[CH3:21])[CH2:17]1>ClCCl.O=C(O)C(F)(F)F>[CH3:18][CH:19]([CH3:20])[CH3:21].[Cl:1][c:2]1[n:3][cH:4][cH:5][cH:6][c:7]1[N:8]1[C:9](=[O:10])[N:11]([CH3:12])[CH:13]([C:14](=[O:15])[OH:16])[CH2:17]1	37	6.2.3	35414
[O:1]([C:2]([c:3]1[cH:4][cH:5][c:6]([NH:7][C:8](=[O:9])[c:10]2[cH:11][cH:12][c:13]3[cH:14][cH:15][n:16]([S:17](=[O:18])(=[O:19])[c:20]4[c:21]([O:22][CH3:23])[cH:24][cH:25][c:26]([CH3:27])[cH:28]4)[c:29]3[cH:30]2)[cH:31][cH:32]1)=[O:33])[C:35]([CH3:34])([CH3:36])[CH3:37]>Cl>[CH3:34][CH:35]([CH3:36])[CH3:37].[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([NH:7][C:8](=[O:9])[c:10]2[cH:11][cH:12][c:13]3[cH:14][cH:15][n:16]([S:17](=[O:18])(=[O:19])[c:20]4[c:21]([O:22][CH3:23])[cH:24][cH:25][c:26]([CH3:27])[cH:28]4)[c:29]3[cH:30]2)[cH:31][cH:32]1)[OH:33]	37	6.2.3	39106
[CH2:1]([CH2:2][CH3:3])[c:4]1[n:5][c:6]2[c:7]([n:8]1[CH2:9][c:10]1[cH:11][cH:12][c:13](-[c:14]3[c:15]([C:16](=[O:17])[O:18][C:40]([CH3:39])([CH3:41])[CH3:42])[cH:19][cH:20][cH:21][cH:22]3)[cH:23][cH:24]1)[cH:25][c:26](-[c:27]1[n:28][cH:29][n:30]([CH2:31][C:32](=[O:33])[NH2:34])[cH:35]1)[cH:36][c:37]2[CH3:38]>ClCCl.O=C(O)C(F)(F)F>[CH2:1]([CH2:2][CH3:3])[c:4]1[n:5][c:6]2[c:7]([n:8]1[CH2:9][c:10]1[cH:11][cH:12][c:13](-[c:14]3[c:15]([C:16](=[O:17])[OH:18])[cH:19][cH:20][cH:21][cH:22]3)[cH:23][cH:24]1)[cH:25][c:26](-[c:27]1[n:28][cH:29][n:30]([CH2:31][C:32](=[O:33])[NH2:34])[cH:35]1)[cH:36][c:37]2[CH3:38].[CH3:39][CH:40]([CH3:41])[CH3:42]	37	6.2.3	40488
[Br:1][c:2]1[c:3]([O:4][c:5]2[cH:6][cH:7][c:8]([C:9](=[O:10])[O:11][C:29]([CH3:28])([CH3:30])[CH3:31])[cH:12][cH:13]2)[c:14]([Cl:15])[cH:16][c:17]2[c:18]1[O:19][CH2:20][CH2:21][CH:22]2[C:23](=[O:24])[O:25][CH2:26][CH3:27]>ClCCl.O=C(O)C(F)(F)F>[Br:1][c:2]1[c:3]([O:4][c:5]2[cH:6][cH:7][c:8]([C:9](=[O:10])[OH:11])[cH:12][cH:13]2)[c:14]([Cl:15])[cH:16][c:17]2[c:18]1[O:19][CH2:20][CH2:21][CH:22]2[C:23](=[O:24])[O:25][CH2:26][CH3:27].[CH3:28][CH:29]([CH3:30])[CH3:31]	37	6.2.3	33015
[NH2:1][C:2](=[O:3])[NH:4][c:5]1[cH:6][cH:7][c:8]2[c:9]([n:10]([CH2:11][c:12]3[cH:13][cH:14][c:15](-[c:16]4[c:17]([C:18](=[O:19])[O:20][C:35]([CH3:34])([CH3:36])[CH3:37])[cH:21][cH:22][cH:23][cH:24]4)[cH:25][cH:26]3)[c:27]([CH2:28][CH2:29][CH2:30][CH3:31])[n:32]2)[cH:33]1>O=C(O)C(F)(F)F>[CH3:34][CH:35]([CH3:36])[CH3:37].[NH2:1][C:2](=[O:3])[NH:4][c:5]1[cH:6][cH:7][c:8]2[c:9]([n:10]([CH2:11][c:12]3[cH:13][cH:14][c:15](-[c:16]4[c:17]([C:18](=[O:19])[OH:20])[cH:21][cH:22][cH:23][cH:24]4)[cH:25][cH:26]3)[c:27]([CH2:28][CH2:29][CH2:30][CH3:31])[n:32]2)[cH:33]1	37	6.2.3	44612
