reaction	reaction_type	raw_id	original_reaction_type
[NH:1]([CH2:2][CH2:3][n:4]1[c:5](-[c:6]2[cH:7][c:8]3[cH:9][cH:10][n:11][cH:12][c:13]3[cH:14][cH:15]2)[n:16][n:17][c:18]1[CH2:19][CH2:20][CH2:21][CH2:22][c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)[C:34]([O:33][C:30]([CH3:29])([CH3:31])[CH3:32])=[O:35]>CO.CO.C(Cl)Cl.NNC(=O)c1ccc2cnccc2c1.CC(C)(C)OC(=O)NCCNC(=S)CCCCc1ccccc1.O=C([O-])[O-].[K+].[K+]>[CH3:29][C:30]([CH3:31])([CH3:32])[O:33][CH:34]=[O:35].[NH2:1][CH2:2][CH2:3][n:4]1[c:5](-[c:6]2[cH:7][c:8]3[cH:9][cH:10][n:11][cH:12][c:13]3[cH:14][cH:15]2)[n:16][n:17][c:18]1[CH2:19][CH2:20][CH2:21][CH2:22][c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1	85	141016	538
[CH2:1]([C:2]#[C:3][CH3:4])[O:5][c:6]1[cH:7][cH:8][c:9]([S:10](=[O:11])(=[O:12])[N:13]([CH:14]([C:15](=[O:16])[NH:17][OH:18])[c:19]2[cH:20][cH:21][c:22]([O:23][CH2:24][CH2:25][CH2:26][NH:27][C:38]([O:37][C:34]([CH3:33])([CH3:35])[CH3:36])=[O:39])[cH:28][cH:29]2)[CH3:30])[cH:31][cH:32]1>ClCCl.Cl>[CH2:1]([C:2]#[C:3][CH3:4])[O:5][c:6]1[cH:7][cH:8][c:9]([S:10](=[O:11])(=[O:12])[N:13]([CH:14]([C:15](=[O:16])[NH:17][OH:18])[c:19]2[cH:20][cH:21][c:22]([O:23][CH2:24][CH2:25][CH2:26][NH2:27])[cH:28][cH:29]2)[CH3:30])[cH:31][cH:32]1.[CH3:33][C:34]([CH3:35])([CH3:36])[O:37][CH:38]=[O:39]	85	152918	538
[C:1]([NH2:2])(=[O:3])[c:4]1[c:5]([NH:6][CH:7]2[CH2:8][CH2:9][CH:10]([OH:11])[CH2:12][CH2:13]2)[cH:14][c:15](-[c:16]2[n:17][cH:18][cH:19][c:20]3[c:21](-[c:22]4[cH:23][c:24]([CH2:25][CH2:26][NH:27][C:42]([O:41][C:38]([CH3:37])([CH3:39])[CH3:40])=[O:43])[cH:28][n:29][cH:30]4)[cH:31][cH:32][cH:33][c:34]23)[cH:35][cH:36]1>C(O)(C(F)(F)F)=O>[C:1]([NH2:2])(=[O:3])[c:4]1[c:5]([NH:6][CH:7]2[CH2:8][CH2:9][CH:10]([OH:11])[CH2:12][CH2:13]2)[cH:14][c:15](-[c:16]2[n:17][cH:18][cH:19][c:20]3[c:21](-[c:22]4[cH:23][c:24]([CH2:25][CH2:26][NH2:27])[cH:28][n:29][cH:30]4)[cH:31][cH:32][cH:33][c:34]23)[cH:35][cH:36]1.[CH3:37][C:38]([CH3:39])([CH3:40])[O:41][CH:42]=[O:43]	85	392297	538
[CH2:1]([CH2:2][CH2:3][CH3:4])[c:5]1[n:6][n:7]([CH2:8][c:9]2[cH:10][cH:11][c:12](-[c:13]3[c:14](-[c:15]4[n:16][n:17][n:18][nH:19]4)[cH:20][cH:21][cH:22][cH:23]3)[cH:24][cH:25]2)[c:26]([CH2:27][CH2:28][CH2:29][NH:30][C:37]([O:36][C:33]([CH3:32])([CH3:34])[CH3:35])=[O:38])[n:31]1>Cl.O1CCOCC1>[CH2:1]([CH2:2][CH2:3][CH3:4])[c:5]1[n:6][n:7]([CH2:8][c:9]2[cH:10][cH:11][c:12](-[c:13]3[c:14](-[c:15]4[n:16][n:17][n:18][nH:19]4)[cH:20][cH:21][cH:22][cH:23]3)[cH:24][cH:25]2)[c:26]([CH2:27][CH2:28][CH2:29][NH2:30])[n:31]1.[CH3:32][C:33]([CH3:34])([CH3:35])[O:36][CH:37]=[O:38]	85	137472	538
[Cl:1][c:2]1[cH:3][n:4]([S:5](=[O:6])(=[O:7])[c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[c:15]2[n:16][cH:17][c:18]([CH2:19][NH:20][C:28]([O:27][C:24]([CH3:23])([CH3:25])[CH3:26])=[O:29])[n:21][c:22]12>C(Cl)Cl.O=C(O)C(F)(F)F>[CH3:23][C:24]([CH3:25])([CH3:26])[O:27][CH:28]=[O:29].[Cl:1][c:2]1[cH:3][n:4]([S:5](=[O:6])(=[O:7])[c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[c:15]2[n:16][cH:17][c:18]([CH2:19][NH2:20])[n:21][c:22]12	85	155713	538
[CH2:1]([CH:2]=[CH2:3])[NH:4][c:5]1[n:6][c:7]([Cl:29])[n:19][c:20]2[cH:21][cH:22][c:23]([N+:24](=[O:25])[O-:26])[cH:27][c:28]12.[NH2:8][CH2:9][CH2:10][C:11]([N:12]1[CH2:13][CH2:14][CH2:15][CH2:16][CH2:17]1)=[O:18]>C(#N)C.Cl.CCN(CC)CC.O>[CH2:1]([CH:2]=[CH2:3])[NH:4][c:5]1[n:6][c:7]([NH:8][CH2:9][CH2:10][C:11]([N:12]2[CH2:13][CH2:14][CH2:15][CH2:16][CH2:17]2)=[O:18])[n:19][c:20]2[cH:21][cH:22][c:23]([N+:24](=[O:25])[O-:26])[cH:27][c:28]12.[ClH:29]	86	221155	544
[NH2:2][CH2:3][CH2:4][N:5]1[CH2:6][CH2:7][CH:8]([NH:9][C:10]([c:11]2[cH:12][c:13]([Cl:14])[c:15]([NH2:16])[c:17]3[c:18]2[O:19][C:20]([CH3:21])([CH3:22])[CH2:23]3)=[O:24])[CH2:25][CH2:26]1.[c:1]1([Cl:38])[n:27][c:28]2[cH:29][cH:30][c:31]([Cl:32])[cH:33][c:34]2[c:35]([OH:36])[n:37]1>CN(C)C(=O)C.[O-2].[Ca+2]>[ClH:38].[c:1]1([NH:2][CH2:3][CH2:4][N:5]2[CH2:6][CH2:7][CH:8]([NH:9][C:10]([c:11]3[cH:12][c:13]([Cl:14])[c:15]([NH2:16])[c:17]4[c:18]3[O:19][C:20]([CH3:21])([CH3:22])[CH2:23]4)=[O:24])[CH2:25][CH2:26]2)[n:27][c:28]2[cH:29][cH:30][c:31]([Cl:32])[cH:33][c:34]2[c:35]([OH:36])[n:37]1	86	106346	544
[NH2:1][CH2:2][C@H:3]1[N:4]([C:5](=[O:6])[c:7]2[c:8](-[n:9]3[n:10][cH:11][cH:12][n:13]3)[cH:14][c:15]([CH3:16])[cH:17][cH:18]2)[CH2:19][CH2:20][CH2:21][C@H:22]1[CH3:23].[c:24]1([Cl:31])[n:25][cH:26][c:27]([Cl:28])[cH:29][n:30]1>>[ClH:31].[NH:1]([CH2:2][C@H:3]1[N:4]([C:5](=[O:6])[c:7]2[c:8](-[n:9]3[n:10][cH:11][cH:12][n:13]3)[cH:14][c:15]([CH3:16])[cH:17][cH:18]2)[CH2:19][CH2:20][CH2:21][C@H:22]1[CH3:23])[c:24]1[n:25][cH:26][c:27]([Cl:28])[cH:29][n:30]1	86	82931	544
[O:1]=[C:2]1[N:3]([CH2:4][CH2:5][NH2:6])[CH2:35][CH2:36][NH:37]1.[c:7]1([Cl:38])[n:8][c:9](-[c:10]2[cH:11][cH:12][c:13]([C:14]([NH:15][CH2:16][CH2:17][c:18]3[cH:19][cH:20][c:21]4[nH:22][cH:23][c:24]([C:25]#[N:26])[c:27]4[cH:28]3)=[O:29])[cH:30][cH:31]2)[cH:32][cH:33][n:34]1>>[ClH:38].[O:1]=[C:2]1[N:3]([CH2:4][CH2:5][NH:6][c:7]2[n:8][c:9](-[c:10]3[cH:11][cH:12][c:13]([C:14]([NH:15][CH2:16][CH2:17][c:18]4[cH:19][cH:20][c:21]5[nH:22][cH:23][c:24]([C:25]#[N:26])[c:27]5[cH:28]4)=[O:29])[cH:30][cH:31]3)[cH:32][cH:33][n:34]2)[CH2:35][CH2:36][NH:37]1	86	275382	544
[NH2:2][CH2:3][CH2:4][c:5]1[cH:6][cH:7][c:8]([OH:9])[cH:10][cH:11]1.[c:1]1([Cl:37])[n:12][cH:13][cH:14][c:15](-[c:16]2[cH:17][c:18]([CH2:19][N:20]([S:21](=[O:22])(=[O:23])[CH3:24])[CH2:25][CH2:26][c:27]3[cH:28][cH:29][n:30][cH:31][cH:32]3)[cH:33][cH:34][cH:35]2)[n:36]1>>[ClH:37].[c:1]1([NH:2][CH2:3][CH2:4][c:5]2[cH:6][cH:7][c:8]([OH:9])[cH:10][cH:11]2)[n:12][cH:13][cH:14][c:15](-[c:16]2[cH:17][c:18]([CH2:19][N:20]([S:21](=[O:22])(=[O:23])[CH3:24])[CH2:25][CH2:26][c:27]3[cH:28][cH:29][n:30][cH:31][cH:32]3)[cH:33][cH:34][cH:35]2)[n:36]1	86	145698	544
[NH2:2][CH2:3][CH:4]([F:5])[F:6].[c:1]1([Cl:39])[n:7][cH:8][cH:9][c:10](-[c:11]2[c:12](-[c:13]3[cH:14][cH:15][c:16]([F:17])[c:18]([NH:19][S:20](=[O:21])(=[O:22])[c:23]4[c:24]([F:25])[cH:26][cH:27][cH:28][c:29]4[F:30])[cH:31]3)[n:32][c:33]([CH:34]([CH3:35])[CH3:36])[s:37]2)[n:38]1>>[ClH:39].[c:1]1([NH:2][CH2:3][CH:4]([F:5])[F:6])[n:7][cH:8][cH:9][c:10](-[c:11]2[c:12](-[c:13]3[cH:14][cH:15][c:16]([F:17])[c:18]([NH:19][S:20](=[O:21])(=[O:22])[c:23]4[c:24]([F:25])[cH:26][cH:27][cH:28][c:29]4[F:30])[cH:31]3)[n:32][c:33]([CH:34]([CH3:35])[CH3:36])[s:37]2)[n:38]1	86	310192	544
[Br:1][c:2]1[c:3]([NH:4][CH:5]2[CH2:6][CH2:7][N:8]([CH2:9][c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[CH2:16][CH2:17]2)[n:18][c:19]([Cl:30])[n:28][cH:29]1.[NH2:20][CH2:21][c:22]1[cH:23][cH:24][n:25][cH:26][cH:27]1>>[Br:1][c:2]1[c:3]([NH:4][CH:5]2[CH2:6][CH2:7][N:8]([CH2:9][c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[CH2:16][CH2:17]2)[n:18][c:19]([NH:20][CH2:21][c:22]2[cH:23][cH:24][n:25][cH:26][cH:27]2)[n:28][cH:29]1.[ClH:30]	86	339860	544
[NH2:2][CH:3]([CH3:4])[CH3:5].[c:1]1([Cl:15])[n:6][c:7]([Cl:8])[c:9]([C:10]#[N:11])[c:12]([Cl:13])[n:14]1>C(OCC)C.O>[ClH:15].[c:1]1([NH:2][CH:3]([CH3:4])[CH3:5])[n:6][c:7]([Cl:8])[c:9]([C:10]#[N:11])[c:12]([Cl:13])[n:14]1	86	109718	544
[OH:2][c:3]1[cH:4][c:5]([C:6]([F:7])([F:8])[F:9])[c:10]([C:11]#[N:12])[cH:13][cH:14]1.[c:1]1([F:24])[c:15]([C:16]#[N:17])[cH:18][c:19]([CH:20]=[O:21])[cH:22][cH:23]1>>[FH:24].[c:1]1([O:2][c:3]2[cH:4][c:5]([C:6]([F:7])([F:8])[F:9])[c:10]([C:11]#[N:12])[cH:13][cH:14]2)[c:15]([C:16]#[N:17])[cH:18][c:19]([CH:20]=[O:21])[cH:22][cH:23]1	87	207621	564
[OH:2][c:3]1[cH:4][cH:5][c:6]([C:7]#[N:8])[c:9]([Cl:10])[cH:11]1.[c:1]1([F:21])[c:12]([C:13]#[N:14])[cH:15][c:16]([CH:17]=[O:18])[cH:19][cH:20]1>>[FH:21].[c:1]1([O:2][c:3]2[cH:4][cH:5][c:6]([C:7]#[N:8])[c:9]([Cl:10])[cH:11]2)[c:12]([C:13]#[N:14])[cH:15][c:16]([CH:17]=[O:18])[cH:19][cH:20]1	87	282294	564
[OH:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[c:1]1([F:26])[c:9](-[c:10]2[cH:11][cH:12][c:13](=[O:14])[n:15]([CH3:16])[cH:17]2)[cH:18][c:19]([N+:20](=[O:21])[O-:22])[c:23]([CH3:24])[cH:25]1>CS(C)=O.O=C([O-])[O-].[Cs+].[Cs+]>[FH:26].[c:1]1([O:2][c:3]2[cH:4][cH:5][cH:6][cH:7][cH:8]2)[c:9](-[c:10]2[cH:11][cH:12][c:13](=[O:14])[n:15]([CH3:16])[cH:17]2)[cH:18][c:19]([N+:20](=[O:21])[O-:22])[c:23]([CH3:24])[cH:25]1	87	200317	564
[OH:2][c:3]1[cH:4][c:5]2[c:6]([o:7][c:8]3[c:9]2[cH:10][cH:11][cH:12][cH:13]3)[cH:14][cH:15]1.[c:1]1([F:24])[cH:16][cH:17][c:18]([N+:19](=[O:20])[O-:21])[cH:22][cH:23]1>CN(C=O)C.O=C([O-])[O-].[K+].[K+].O>[FH:24].[c:1]1([O:2][c:3]2[cH:4][c:5]3[c:6]([o:7][c:8]4[c:9]3[cH:10][cH:11][cH:12][cH:13]4)[cH:14][cH:15]2)[cH:16][cH:17][c:18]([N+:19](=[O:20])[O-:21])[cH:22][cH:23]1	87	197012	564
[Cl:1][c:2]1[cH:3][c:4]([F:31])[c:26]([C:27]#[N:28])[cH:29][cH:30]1.[OH:5][c:6]1[cH:7][cH:8][c:9]([C:10]23[C:11]4=[N:12][S:13](=[O:14])(=[O:15])[CH2:16][CH2:17][N:18]4[CH:19]([CH2:20][CH2:21]2)[CH2:22][CH2:23]3)[cH:24][cH:25]1>O.O=C([O-])[O-].[K+].[K+].CS(C)=O>[Cl:1][c:2]1[cH:3][c:4]([O:5][c:6]2[cH:7][cH:8][c:9]([C:10]34[C:11]5=[N:12][S:13](=[O:14])(=[O:15])[CH2:16][CH2:17][N:18]5[CH:19]([CH2:20][CH2:21]3)[CH2:22][CH2:23]4)[cH:24][cH:25]2)[c:26]([C:27]#[N:28])[cH:29][cH:30]1.[FH:31]	87	290430	564
[NH2:1][c:2]1[c:3]([OH:4])[cH:14][c:15]([Cl:16])[cH:17][cH:18]1.[c:5]1([F:19])[c:6]([Cl:7])[cH:8][c:9]([C:10]#[N:11])[cH:12][cH:13]1>>[FH:19].[NH2:1][c:2]1[c:3]([O:4][c:5]2[c:6]([Cl:7])[cH:8][c:9]([C:10]#[N:11])[cH:12][cH:13]2)[cH:14][c:15]([Cl:16])[cH:17][cH:18]1	87	39615	564
[F:1][c:2]1[cH:3][c:4]([CH:5]=[O:6])[cH:7][cH:8][c:9]1[F:18].[OH:10][c:11]1[cH:12][cH:13][n:14][c:15]([Cl:16])[cH:17]1>>[F:1][c:2]1[cH:3][c:4]([CH:5]=[O:6])[cH:7][cH:8][c:9]1[O:10][c:11]1[cH:12][cH:13][n:14][c:15]([Cl:16])[cH:17]1.[FH:18]	87	330719	564
[CH2:1]([CH3:2])[S:3](=[O:4])(=[O:5])[c:6]1[cH:7][c:8]([F:31])[cH:28][cH:29][cH:30]1.[OH:9][c:10]1[cH:11][c:12](-[n:13]2[c:14]([CH3:15])[n:16][c:17]3[c:18]2[cH:19][cH:20][cH:21][c:22]3[Cl:23])[c:24]([Cl:25])[cH:26][cH:27]1>>[CH2:1]([CH3:2])[S:3](=[O:4])(=[O:5])[c:6]1[cH:7][c:8]([O:9][c:10]2[cH:11][c:12](-[n:13]3[c:14]([CH3:15])[n:16][c:17]4[c:18]3[cH:19][cH:20][cH:21][c:22]4[Cl:23])[c:24]([Cl:25])[cH:26][cH:27]2)[cH:28][cH:29][cH:30]1.[FH:31]	87	103292	564
[CH3:1][c:2]1[cH:3][c:4]2[c:5]([NH:6][CH:7]3[CH2:8][CH2:9][NH:10][CH2:19][CH2:20]3)[cH:21][c:22](=[O:23])[o:24][c:25]2[cH:26][cH:27]1.[CH:11]([c:12]1[cH:13][c:14]([OH:15])[cH:16][cH:17][cH:18]1)=[O:28]>>[CH3:1][c:2]1[cH:3][c:4]2[c:5]([NH:6][CH:7]3[CH2:8][CH2:9][N:10]([CH2:11][c:12]4[cH:13][c:14]([OH:15])[cH:16][cH:17][cH:18]4)[CH2:19][CH2:20]3)[cH:21][c:22](=[O:23])[o:24][c:25]2[cH:26][cH:27]1.[OH2:28]	88	123822	567
[CH:20]([c:21]1[c:22]([Cl:23])[cH:24][cH:25][cH:26][cH:27]1)=[O:29].[n:1]1[cH:2][n:3][c:4]([NH:5][c:6]2[cH:7][n:8][c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]3[cH:15]2)[c:16]2[c:17]1[CH2:18][NH:19][CH2:28]2>ClCCCl.CO.CC(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+]>[OH2:29].[n:1]1[cH:2][n:3][c:4]([NH:5][c:6]2[cH:7][n:8][c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]3[cH:15]2)[c:16]2[c:17]1[CH2:18][N:19]([CH2:20][c:21]1[c:22]([Cl:23])[cH:24][cH:25][cH:26][cH:27]1)[CH2:28]2	88	28502	567
[CH3:1][O:2][c:3]1[c:4]([CH:5]=[O:20])[cH:13][cH:14][c:15]([N+:16](=[O:17])[O-:18])[cH:19]1.[NH:6]1[CH2:7][CH2:8][N:9]([CH3:10])[CH2:11][CH2:12]1>ClC(Cl)C.CC(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+]>[CH3:1][O:2][c:3]1[c:4]([CH2:5][N:6]2[CH2:7][CH2:8][N:9]([CH3:10])[CH2:11][CH2:12]2)[cH:13][cH:14][c:15]([N+:16](=[O:17])[O-:18])[cH:19]1.[OH2:20]	88	302401	567
[CH:12]([c:13]1[c:14]([OH:15])[cH:16][cH:17][c:18]([F:19])[cH:20]1)=[O:23].[N:1]1([c:2]2[cH:3][c:4](=[O:5])[nH:6][cH:7][n:8]2)[CH2:9][CH2:10][NH:11][CH2:21][CH2:22]1>>[N:1]1([c:2]2[cH:3][c:4](=[O:5])[nH:6][cH:7][n:8]2)[CH2:9][CH2:10][N:11]([CH2:12][c:13]2[c:14]([OH:15])[cH:16][cH:17][c:18]([F:19])[cH:20]2)[CH2:21][CH2:22]1.[OH2:23]	88	355075	567
[CH:1](=[CH2:2])[c:3]1[cH:4][c:5]([CH:6]=[O:16])[cH:13][cH:14][cH:15]1.[NH:7]1[CH2:8][CH2:9][O:10][CH2:11][CH2:12]1>ClCCl.CC(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+].CC(=O)O>[CH:1](=[CH2:2])[c:3]1[cH:4][c:5]([CH2:6][N:7]2[CH2:8][CH2:9][O:10][CH2:11][CH2:12]2)[cH:13][cH:14][cH:15]1.[OH2:16]	88	24116	567
[CH2:1]([CH3:2])[O:3][C:4]([C:5]([CH3:6])([O:7][c:8]1[cH:9][c:10]([C:11]([NH:12][CH:13]2[CH2:14][CH2:15][NH:16][CH2:35][CH2:36]2)=[O:37])[cH:38][cH:39][cH:40]1)[CH3:41])=[O:42].[CH:17]([c:18]1[cH:19][c:20]([O:21][CH2:22][CH3:23])[c:24](-[n:25]2[cH:26][cH:27][cH:28][cH:29]2)[c:30]([O:31][CH2:32][CH3:33])[cH:34]1)=[O:43]>C(O)C.C(O)(=O)C.[BH3-]C#N.[Na+].CCN(C(C)C)C(C)C>[CH2:1]([CH3:2])[O:3][C:4]([C:5]([CH3:6])([O:7][c:8]1[cH:9][c:10]([C:11]([NH:12][CH:13]2[CH2:14][CH2:15][N:16]([CH2:17][c:18]3[cH:19][c:20]([O:21][CH2:22][CH3:23])[c:24](-[n:25]4[cH:26][cH:27][cH:28][cH:29]4)[c:30]([O:31][CH2:32][CH3:33])[cH:34]3)[CH2:35][CH2:36]2)=[O:37])[cH:38][cH:39][cH:40]1)[CH3:41])=[O:42].[OH2:43]	88	169593	567
[Cl:1][c:2]1[cH:3][cH:4][c:5]([O:6][c:7]2[cH:8][cH:9][c:10]([CH:11]=[O:34])[cH:30][cH:31]2)[cH:32][cH:33]1.[NH:12]1[CH2:13][CH2:14][CH:15]([c:16]2[cH:17][c:18]([NH:19][C:20]([CH:21]([CH3:22])[CH3:23])=[O:24])[cH:25][cH:26][cH:27]2)[CH2:28][CH2:29]1>ClCCCl.CC(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+].CC(=O)O.O=C([O-])O.[Na+]>[Cl:1][c:2]1[cH:3][cH:4][c:5]([O:6][c:7]2[cH:8][cH:9][c:10]([CH2:11][N:12]3[CH2:13][CH2:14][CH:15]([c:16]4[cH:17][c:18]([NH:19][C:20]([CH:21]([CH3:22])[CH3:23])=[O:24])[cH:25][cH:26][cH:27]4)[CH2:28][CH2:29]3)[cH:30][cH:31]2)[cH:32][cH:33]1.[OH2:34]	88	14264	567
[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[o:9][c:10](=[O:11])[c:12]1[c:13]2[CH2:14][CH2:15][NH:16][CH2:26]1.[CH:17]([c:18]1[cH:19][c:20]([Cl:21])[c:22]([Cl:23])[cH:24][cH:25]1)=[O:27]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[o:9][c:10](=[O:11])[c:12]1[c:13]2[CH2:14][CH2:15][N:16]([CH2:17][c:18]2[cH:19][c:20]([Cl:21])[c:22]([Cl:23])[cH:24][cH:25]2)[CH2:26]1.[OH2:27]	88	107798	567
[N+:1](=[O:2])([O-:3])[c:4]1[cH:5][c:6](-[c:7]2[o:8][c:9]3[c:10]([n:11]2)[cH:12][c:13]([Cl:14])[cH:15][c:16]3[Cl:17])[c:18]([F:25])[cH:23][cH:24]1.[NH2:19][CH2:20][CH2:21][CH3:22]>>[FH:25].[N+:1](=[O:2])([O-:3])[c:4]1[cH:5][c:6](-[c:7]2[o:8][c:9]3[c:10]([n:11]2)[cH:12][c:13]([Cl:14])[cH:15][c:16]3[Cl:17])[c:18]([NH:19][CH2:20][CH2:21][CH3:22])[cH:23][cH:24]1	89	172595	572
[NH2:2][CH2:3][CH2:4][N:5]([CH2:6][CH2:7][OH:8])[CH2:9][CH2:10][OH:11].[c:1]1([F:21])[c:12]([CH3:13])[cH:14][c:15]([N+:16](=[O:17])[O-:18])[cH:19][cH:20]1>C(N(CC)CC)C.CN1CCCC1=O>[FH:21].[c:1]1([NH:2][CH2:3][CH2:4][N:5]([CH2:6][CH2:7][OH:8])[CH2:9][CH2:10][OH:11])[c:12]([CH3:13])[cH:14][c:15]([N+:16](=[O:17])[O-:18])[cH:19][cH:20]1	89	73491	572
[c:8]1([F:23])[cH:9][cH:10][c:11]([C:12]#[N:13])[c:14]([Cl:15])[cH:16]1.[n:1]1[cH:2][c:3]([N:4]2[CH2:5][C@H:6]([NH2:7])[CH2:17][CH2:18][CH2:19]2)[cH:20][cH:21][cH:22]1>Cl.Cl>[FH:23].[n:1]1[cH:2][c:3]([N:4]2[CH2:5][C@H:6]([NH:7][c:8]3[cH:9][cH:10][c:11]([C:12]#[N:13])[c:14]([Cl:15])[cH:16]3)[CH2:17][CH2:18][CH2:19]2)[cH:20][cH:21][cH:22]1	89	195797	572
[NH2:2][CH2:3][CH2:4][O:5][CH3:6].[c:1]1([F:31])[cH:7][c:8]([O:9][CH3:10])[c:11](-[c:12]2[o:13][c:14](-[c:15]3[c:16](-[c:17]4[cH:18][cH:19][cH:20][cH:21][cH:22]4)[n:23][o:24][c:25]3[CH3:26])[n:27][n:28]2)[cH:29][cH:30]1>>[FH:31].[c:1]1([NH:2][CH2:3][CH2:4][O:5][CH3:6])[cH:7][c:8]([O:9][CH3:10])[c:11](-[c:12]2[o:13][c:14](-[c:15]3[c:16](-[c:17]4[cH:18][cH:19][cH:20][cH:21][cH:22]4)[n:23][o:24][c:25]3[CH3:26])[n:27][n:28]2)[cH:29][cH:30]1	89	388270	572
[Cl:1][c:2]1[cH:3][c:4](-[c:5]2[n:6][o:7][c:8](-[c:9]3[cH:10][cH:11][c:12]([F:32])[cH:22][cH:23]3)[n:24]2)[cH:25][cH:26][c:27]1[O:28][CH:29]([CH3:30])[CH3:31].[NH2:13][C@@H:14]1[CH2:15][C@H:16]([C:17](=[O:18])[OH:19])[CH2:20][CH2:21]1>CS(C)=O.CC#N.O=C([O-])[O-].[K+].[K+].CN(C)C=O>[Cl:1][c:2]1[cH:3][c:4](-[c:5]2[n:6][o:7][c:8](-[c:9]3[cH:10][cH:11][c:12]([NH:13][C@@H:14]4[CH2:15][C@H:16]([C:17](=[O:18])[OH:19])[CH2:20][CH2:21]4)[cH:22][cH:23]3)[n:24]2)[cH:25][cH:26][c:27]1[O:28][CH:29]([CH3:30])[CH3:31].[FH:32]	89	391230	572
[NH2:2][CH2:3][CH:4]([CH3:5])[CH3:6].[c:1]1([F:25])[cH:7][cH:8][c:9]2[c:10]([cH:11]1)[O:12][CH:13]([C:14]([F:15])([F:16])[F:17])[C:18]([C:19](=[O:20])[O:21][CH2:22][CH3:23])=[CH:24]2>CN(C=O)C.O=C([O-])[O-].[K+].[K+]>[FH:25].[c:1]1([NH:2][CH2:3][CH:4]([CH3:5])[CH3:6])[cH:7][cH:8][c:9]2[c:10]([cH:11]1)[O:12][CH:13]([C:14]([F:15])([F:16])[F:17])[C:18]([C:19](=[O:20])[O:21][CH2:22][CH3:23])=[CH:24]2	89	145223	572
[Br:1][c:2]1[cH:3][c:4]([F:19])[c:13]([C:14]#[N:15])[c:16]([F:17])[cH:18]1.[NH2:5][C@@H:6]1[C@@H:7]([OH:8])[CH2:9][CH2:10][CH2:11][CH2:12]1>CS(C)=O.CCN(C(C)C)C(C)C>[Br:1][c:2]1[cH:3][c:4]([NH:5][C@@H:6]2[C@@H:7]([OH:8])[CH2:9][CH2:10][CH2:11][CH2:12]2)[c:13]([C:14]#[N:15])[c:16]([F:17])[cH:18]1.[FH:19]	89	28851	572
[NH2:2][C@@H:3]1[C@@H:4]([O:5][CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH2:13][CH2:14][CH2:15]1.[c:1]1([F:36])[c:16]([C:17]#[N:18])[cH:19][cH:20][c:21](-[n:22]2[n:23][c:24]([CH3:25])[c:26]3[c:27]2[CH2:28][C:29]([CH3:30])([CH3:31])[CH2:32][C:33]3=[O:34])[cH:35]1>CS(C)=O.CCOC(C)=O.CCN(C(C)C)C(C)C>[FH:36].[c:1]1([NH:2][C@@H:3]2[C@@H:4]([O:5][CH2:6][c:7]3[cH:8][cH:9][cH:10][cH:11][cH:12]3)[CH2:13][CH2:14][CH2:15]2)[c:16]([C:17]#[N:18])[cH:19][cH:20][c:21](-[n:22]2[n:23][c:24]([CH3:25])[c:26]3[c:27]2[CH2:28][C:29]([CH3:30])([CH3:31])[CH2:32][C:33]3=[O:34])[cH:35]1	89	365755	572
[F:1][c:2]1[c:3]([NH:4][c:5]2[c:6]([F:7])[cH:8][c:9]([I:10])[cH:11][cH:12]2)[c:13]([C:14](=[O:15])[N:16]2[CH2:17][C:18]([F:19])([CH2:20][N:21]([CH2:22][CH3:23])[C:34]([O:33][C:30]([CH3:29])([CH3:31])[CH3:32])=[O:35])[CH2:24]2)[cH:25][cH:26][c:27]1[F:28]>C(#N)C.O1CCOCC1.Cl>[CH3:29][C:30]([CH3:31])([CH3:32])[O:33][CH:34]=[O:35].[F:1][c:2]1[c:3]([NH:4][c:5]2[c:6]([F:7])[cH:8][c:9]([I:10])[cH:11][cH:12]2)[c:13]([C:14](=[O:15])[N:16]2[CH2:17][C:18]([F:19])([CH2:20][NH:21][CH2:22][CH3:23])[CH2:24]2)[cH:25][cH:26][c:27]1[F:28]	90	65138	575
